id,title,file_type,timeliness,file_id,page
405c363757286cc9c39574e90f4cfd4b,乡宁县人民政府办公室 关于印发乡宁县企业资金链应急周转保障 资金管理办法(修订)的通知,县（市、区）政府及办公室规范性文件,现行有效,be8db8a12ddfd671d90a1dc59121cb09,2
0994bdfd578f2e3cce766cd84b28b5e9,晋城市城区人民政府办公室关于印发晋城市城区加快特色餐饮（街区）建设的若干政策的通知,县（市、区）政府及办公室规范性文件,现行有效,f5b977d03dc07e138ff453ab95f3ac03,2
a1a653744df9c2ac57dc538c02b6ad65,太原市住房公积金管理中心 《关于优化加装电梯提取住房公积金使用政策的通知》,市政府部门行政规范性文件,现行有效,f06d7076302d19921460edc8b12c0bd9,2
904b01ad9a00c4d37e4b96e8ebea19ff,晋中市太谷区民政局 晋中市太谷区财政局 晋中市太谷区医疗保障局 关于印发《因病致贫重病患者认定实施细则》的通知,县（市、区）政府部门行政规范性文件,现行有效,48b405ee7ced67648706ac05624815dd,2
9e73d8902e68b8b5640aae734b0c2c7f,晋中市太谷区民政局关于印发《最低生活保障边缘家庭认定办法》的通知,县（市、区）政府部门行政规范性文件,现行有效,4bf2f582ce0eb106f842bd6e41946ded,2
44e9642881efbfb362b86ea711248a27,关于印发〈关于加强低收入人口动态监测  做好分层分类社会救助工作的实施方案〉的通知,省政府部门行政规范性文件,现行有效,d567fe06278b794878c1329b0e149f64,2
5ca84c539b04defed9f4844f6153b4cb,广灵县人民政府 关于印发广灵县推进手工业发展奖励 补贴政策（试行）的通知,县（市、区）政府及办公室规范性文件,现行有效,9374ad87c4ef8b6656d0ef10d0f5d9ee,2
818d8443ee752e78842af4424111c01b,广灵县人民政府关于印发广灵县推进手工业发展奖励补贴政策（试行）的通知,县（市、区）政府及办公室规范性文件,现行有效,c9a4297c27d8c9390129a30fd47b2a5f,2
23d3128e85b9f392a34350a8be07e9fd,泽州县人民政府关于宣布失效废止一批县政府文件的通知,县（市、区）政府及办公室规范性文件,现行有效,44466e6e1af38d7660ce283225987bee,2
3435a43534dfac5d266ae6733b26a4ba,山西省商务厅等9部门印发《关于健全废旧家电家具等再生资源回收体系实施方案》的通知,省政府部门行政规范性文件,现行有效,1687ed08668e8f3fee9ee63b161ef876,2
6bab55b1dcaa6b3340a3c4e554d1b992,吉县人民代表大会常务委员会关于批准《吉县国民经济和社会发展第十四个五年规划和2035年远景目标纲要》部分指标调整方案的决议,县（市、区）人大及其常委会规范性文件,现行有效,48f1ff9dff96b19ddd7450d7d578a585,2
eb307c26cfbfd88cac01530a7c07f375,陵川县促进投资优惠政策（试行）,县（市、区）政府及办公室规范性文件,现行有效,6a653ebba3971fd5c81ddb73d9086ed7,2
faf83852e06b8e8692421f7af2914d9d,吉县人大常委会关于通过《吉县数字经济高质量发展规划纲要》《吉县数字经济高质量发展规划》的决议,县（市、区）人大及其常委会规范性文件,现行有效,b93022d707c9bb6bab585ad59b02727e,2
adbc9c09385b47244b22e7e7c8434dcf,太原市住房公积金管理中心 关于延续执行支持人才安居住房公积金贷款 政策的通知,市政府部门行政规范性文件,现行有效,7d5b99dd7883e5945ff86f416600c1b6,2
981bf3bf314f187b5189f3255ca047b6,襄汾县土地征收管理办法,县（市、区）政府及办公室规范性文件,现行有效,f71e13e36e319b14fcb082bebc380dc8,2
09a7c6ba5b68f44ec5cd0721d01aedd8,太原市数据局太原市发展和改革委员会关于印发《数字经济园区培育库管理办法》的通知,市政府部门行政规范性文件,现行有效,691d26000e2aaa03748846d2bbfacd13,2
f8dac299ae98fdb82672d06ef73afe0d,山西省商务厅等13部门关于印发全省消费品以旧换新工作方案的通知,省政府部门行政规范性文件,现行有效,f0412e8ef2141629ed8c64c6bc1ed4cd,2
23ee7525c3924c527c78940c7defa6fd,运城市人民政府办公室关于调整运城市中心城区公共租赁住房配建比例的通知,市政府及办公室规范性文件,现行有效,21c7f55aa593dfe19bb213ca8903d178,2
e5f73f841892670d8db38c674a81d0fe,山西省药品监督管理局关于印发《关于开展药品批发企业药品零售连锁总部批零一体化经营工作的通知》的通知,省政府部门行政规范性文件,现行有效,2d37b6598162858160658b8eb1264cf4,2
1c378dfe9b5aacd53d63699de9337b74,山西省人民政府办公厅关于印发山西省农村自建房规划管理办法的通知,省政府及办公厅规范性文件,现行有效,20158eea862ad0d5e6cbaece46df161f,2
480c4664ad94ab2549448a08f37a35ad,关于印发《文水县人民代表大会关于进一步加强黑臭水体和畜禽粪污治理持续改善农村人居环境的决定》的通知,县（市、区）人大及其常委会规范性文件,现行有效,5267dbc44ba106d7351bdc00080fae0b,2
5685d2b7e39b91b1bff434a1cea97b63,山西省能源局山西省应急管理厅国家矿山安全监察局山西局关于印发《煤矿机电设备管理暂行办法》的通知,省政府部门行政规范性文件,现行有效,7615b81de0898bc08070b0677ce1bb11,2
aba46fab73630487f6ac4e75d2d38258,山西省教育厅关于印发《普通高中学业水平合格性考试信息技术、通用技术、音乐、美术、体育与健康和物理、化学、生物学实验操作考试实施指导意见》的通知,省政府部门行政规范性文件,现行有效,7c98284e0ed3a849b9a15b4d7d627e33,2
a058fb03bb619cc99cb31d7234f9e697,临汾市地方立法条例,设区的市地方性法规,现行有效,044f3e0ed4cfed37984792f6f208508d,2
34aa7ca1b16b8ab2129abab7b64b7f68,关于印发《煤矿瓦斯等级鉴定信息 公示办法》的通知,省政府部门行政规范性文件,现行有效,6f41a307754bd1b2e82a784c47cb4df7,2
931c5c3543cff0daaa0a5e0ed3af9eb9,朔州市人民代表大会常务委员会 关于加强检察建议工作的决定,市人大及其常委会规范性文件,现行有效,4e64c00ac6dd4454f868a0d4bd1ae881,2
a0c5c45a9947fade7b086200f551e7b8,山西省人民政府办公厅关于印发山西省农村宅基地审批管理办法的通知,省政府及办公厅规范性文件,现行有效,e2b8b2b987ec1b894407b490c10c3aad,2
54cdec60a54e748a7177d806d361465e,临汾市文物建筑消防安全管理条例,设区的市地方性法规,现行有效,89c8cfaf168f2cdfd8a0a11eec04b7d7,2
a1d4d01ebacdc2039f3d03f23484c37b,晋城市生态环境局关于印发《晋城市建设项目环境影响后评价管理办法（试行）》的通知,市政府部门行政规范性文件,现行有效,32e198dc48388bdbb5e7e22babf96509,2
1b1dd673c08cb050d5dfc67c72e4662c,  关于进一步加强中心城区居（村）民 自建房规划建设管理的通知     ,县（市、区）政府部门行政规范性文件,现行有效,54b7b5b3a0e5294507e8897ccbfc18ef,2
2b78e19691537530b5414307f4ea7d96,阳泉市电动自行车管理条例,设区的市地方性法规,现行有效,410cd78c64e98845f2634135c3c9739f,2
3572e6d315151f34bb94775b16f6ab57,阳泉市城市供水和节约用水管理条例,设区的市地方性法规,现行有效,d766fc468bd440f82e81b14236a85d8b,2
e72ca0a46656fd40c119e096e6cc4e0e,阳泉市郊区人民政府办公室关于印发《阳泉市郊区对被征地农民实行基本养老保险补贴暂行办法》的通知,县（市、区）政府及办公室规范性文件,现行有效,7d5d02f258b5810df9c748d1bb6a2b07,2
16e2bd35a7308277b8882066fce17540,古交市人民政府关于《古交市人民政府办公室关于印发古交市应急隔离场所储备征用管理实施办法的通知》的备案审查报告,县（市、区）政府部门行政规范性文件,现行有效,5bc8d65dfa305546c1e612d768e17745,2
f5a65d9db938c2f0b4f12418e4408337,关于印发《煤炭先进产能管理办法》的通知,省政府部门行政规范性文件,现行有效,856bfbc5a5a29eab665305a054715b6e,2
0920f2cc93afea2bfe4d17cb2183d00e,山西省高级人民法院关于适用小额诉讼程序审理民事案件的实施办法,省高级人民法院规范性文件,现行有效,13f0bfad22ea94d149f0b7982ac736e9,2
826ebfa6823efaff1ad697b8d34ac2ea,太原市人民政府关于废止《太原市产权交易管理办法》等3件政府规章的决定,市政府规章,现行有效,2901edbf379f992781cb9df25a1e207d,2
aa6cde59c1797124b809585aaaad0791,襄汾县政府投资项目财政性资金管理暂行办法,县（市、区）政府及办公室规范性文件,现行有效,0557ccc367fce657b2c018555ec715fe,2
17af8727e1351b7b2b1b533f9297cf05,山西省自然资源厅 关于开展城乡规划（国土空间规划） 编制单位乙级资质认定（审批）工作的通知,省政府部门行政规范性文件,现行有效,8a43c7b0108002a3807b88fd39382662,3
1692d915359ea89681e4b1a58e2a72be,城区人大常委会关于加强和支持检察公益诉讼工作的决定,县（市、区）人大及其常委会规范性文件,现行有效,8c9e7b648d247e4613cdc5e5b1f75ef5,3
a125050bc6e2491d3ad3d02e6d841ecd,阳泉市城区人大常委会关于开展第八个五年法治宣传教育的决议,县（市、区）人大及其常委会规范性文件,现行有效,e3b0b5a10900672d217a98e81850240e,3
ebd151ab8e96cbeb93b79bc92695b2c9,优抚对象医疗保障实施办法,省政府部门行政规范性文件,现行有效,6457823eda1f6ae8cfe7208d23ea1206,3
1ee1df8e9e3fa693ecf188dd255466e6,朔州市森林资源管理条例,设区的市地方性法规,现行有效,86f180555874890780c0456b1a644c0e,3
20d5c2c80a4ce5184fa656b430aecce9,朔州市长城及古堡保护条例,设区的市地方性法规,现行有效,f68a23e8745665fb02944d2d767917f1,3
eaf48b4f3fe262315385e94d0eaaf91c,绛县人民政府办公室关于优化城镇生活垃圾处理费征收的通知,县（市、区）政府及办公室规范性文件,现行有效,23c79afddeff03df49a17893a48bcf77,3
281c05e6471bbe8b29e4c219c2670fa8,关于印发《山西省矿山环境治理恢复基金 管理办法实施细则》的通知,省政府部门行政规范性文件,现行有效,cf7bf3bb465c2d483fd8eccac2b7eccf,3
d098cb5c87f459645f7e91f739b53c55,古县人民代表大会常务委员会 关于批准《古县国土空间总体规划 （2021—2035年）》的决议,县（市、区）人大及其常委会规范性文件,现行有效,04b6390607ea4f2f80f55348d3156cfe,3
b3b2aa13e4d0c0e0b8c476e61be637c3,绛县人民政府办公室关于印发《绛县河道采砂管理办法（试行）》的通知,县（市、区）政府及办公室规范性文件,现行有效,f0247a401e6b8b81d33c4f661c361e62,3
17ec81910d445baab0705fc7c9854a3e,太原市住房公积金管理中心 关于印发《灵活就业人员参加住房公积金 制度规定》的通知,市政府部门行政规范性文件,现行有效,b6508620efaa6ef282381b37e05da3a4,3
65fc38c36b71c2caf3cd3a1f6877e9a9,晋中市人民政府关于印发晋中市质量奖管理办法的通知,市政府及办公室规范性文件,现行有效,4db33421acb2efb05ea35a7c04c88b92,3
6cc5a5fc84642a8c52483ef79fff8b46,小店区被征地农民实行基本养老保险补贴的实施方案,县（市、区）政府及办公室规范性文件,现行有效,72bf72a8aebed2446ebd7f3bd26088db,3
e8c0829a09043ff99e4b2fd2dc539226,晋中市人民政府 关于保障甲醇（新能源）重卡通行的通告,市政府及办公室规范性文件,现行有效,6f32b06fa7f1b234a9ed944b7cf34250,3
313f3213167c9089cfa63b73e0ce65c6,天镇县人民政府办公室关于印发《天镇县突发气象灾害预警信息发布与传播管理办法》的通知,县（市、区）政府及办公室规范性文件,现行有效,df66c8b562f36743d51e79f492d745f3,3
32e33ac80ea00ed20e774e28307ede61,晋城市工业和信息化局关于印发《晋城市铸造高炉产能置换实施细则》的通知,市政府部门行政规范性文件,现行有效,8b8b580f090aace5931212cb338ab7b5,3
171579970d96f12bf31092a4ab9825ac,山西省人民政府关于印发山西省落实《空气质量持续改善行动计划》实施方案的通知,省政府及办公厅规范性文件,现行有效,070e128ff84c4dd9069588c9359ff690,3
45d4300b40ab31cd3732945ac9fa2768,晋城市城区人民政府办公室关于印发晋城市城区市场主体应急周转资金管理办法的通知,县（市、区）政府及办公室规范性文件,现行有效,c6b02a0d3a1f3361e9c0cb91f49f8c50,3
174ee3ed60934706c140c796dc44c4ec,新绛县人民政府办公室关于印发新绛县农村集体建设用地房屋建筑设计施工监理管理服务实施细则（试行）的通知,县（市、区）政府及办公室规范性文件,已废止,297adf6bf4776ae81df5c0dc0c580a07,3
db847a870abe8d32dd11b2784cf70354,晋城市城市建筑垃圾管理办法,市政府规章,现行有效,bf8a6f768825f911731d20728cd5412c,3
eace95d5cd641ae18931e1091acd9a67,新绛县人民政府办公室关于印发新绛县农村宅基地审批管理实施细则（试行）的通知,县（市、区）政府及办公室规范性文件,已废止,d106c08fada29c94f39a891861041478,3
a2cb7b3a3233f460faad3181c5a366dc,新绛县人民政府关于印发新绛县促进外来投资暂行办法（试行）的通知,县（市、区）政府及办公室规范性文件,已废止,eab3bf64be3cb9ef8bce68f68c571426,3
ea75f1d75c7e197736104ba6a065553a,大同经开区管委会关于印发《大同经开区促进楼宇经济发展扶持政策（试行）》的通知,市政府及办公室规范性文件,现行有效,bbcbb0ce09647a761826891ef2c7f9a3,3
141663e61dd54a7d124d38e9896f7c57,山西省统计局  国家统计局山西调查总队 关于印发《统计行政处罚裁量基准》的通知,省政府部门行政规范性文件,现行有效,aaf556095000d5b86aa154a92869542b,3
967d731ac498e6ba564a1696190385b8,太原市卫生健康委员会 太原市财政局 关于印发《基本公共卫生服务管理办法（试行）》的通知,市政府部门行政规范性文件,现行有效,241f6f7faf80228ee8d5d999f40262e6,3
792b2b8409b88f0ee1e4a57f7ed24b92,晋城市人民政府办公室关于印发晋城市城镇小区配套幼儿园规划建设移交管理办法的通知,市政府及办公室规范性文件,现行有效,65ebf184158f0e524a408557d6eb1846,3
5b1143722e6f0219a43c8903588b4b7f,山西转型综改示范区管委会关于印发《山西转型综改示范区工业不动产分割转让登记管理办法（试行）》的通知,省政府部门行政规范性文件,现行有效,e695796d7d917a9618bedc93430f14f6,3
57507d7fe42e1b72b09be09f13707796,太原市人民政府办公室 关于加强单位和居住区附属绿化管理的实施意见,市政府及办公室规范性文件,现行有效,fd14269313b2270c456926e4b36cbca4,3
5d0d7cd1974f9ff0cd6e662ba868999e,山西省交通运输厅 山西省发展和改革委员会关于印发《公路项目全过程工程咨询服务指南（试行）》的通知,省政府部门行政规范性文件,现行有效,a99d998c3b9a89ebc91a5c248a0d8d5f,3
ac604071a0f860da1d3e6c0e0947a527,陵川县人民政府办公室关于印发对被征地农民实行基本养老保险补贴的实施办法的通知,县（市、区）政府及办公室规范性文件,现行有效,d690d1a07c37757832cfc4de78d96683,3
74e652ed5e7b17b61713934f044f5085,关于鼓励国有企业招录自主就业退役士兵的指导意见,省政府部门行政规范性文件,现行有效,d170805275c322c8221f5f36fe9a5174,3
3363540a2a9a048576ece1ac4cddc6aa,山西省人民政府关于禁止在山西代县黄草院抽水蓄能电站工程占地和淹没影响区新增建设项目和迁入人口的通告,省政府及办公厅规范性文件,现行有效,441ceb0f653e89fea1fe92452eca5f52,3
5bcb9e6d3d159a3b735d9d1b37a580cd,阳泉市人民政府办公室关于印发阳泉市道路货物运输源头科技治超管理服务办法的通知,市政府及办公室规范性文件,,1708e22a7acc23512bcd0afc476f37fe,3
f1113f0029a72f0cf629d48b141088af,山西省文物局关于印发《山西省文物局文物建筑认领认养工作评估管理暂行办法》的通知,省政府部门行政规范性文件,现行有效,ab3e7673550133bfa498d330fe8fe3d5,3
de4b9847e2a39c475aededc5c9a02e8f,山西省应急管理厅山西省地方煤矿安全监督管理局于印发《煤矿单班入井（坑）作业人数 限员规定实施细则》的通知,省政府部门行政规范性文件,现行有效,8433bb4af55e481f2b5eb74cfef6c6bf,3
3b0b7e1fb9db43e43a2d308d3e2a3efe,晋城市人民政府关于印发晋城市市属国有企业外部董事管理办法的通知,市政府及办公室规范性文件,现行有效,fd131fc6a5949599830d47897e332d68,3
b03fdeabfd489570270fe275b1a86762,太原市住房公积金管理中心 关于调整优化住房公积金贷款政策的通知,市政府部门行政规范性文件,现行有效,33f92010f456d6e7fe4b6b0a2b19139f,3
002abf1662dc3f76a4912da47bdc9df0,山西转型综改示范区管委会关于印发《山西转型综改示范区房屋建筑和市政基础设施工程招标投标失信行为惩戒管理办法（试行）》的通知,省政府部门行政规范性文件,现行有效,e0174218082c07df133331f60fdfae42,3
2177225b5702b76dc29315ce397d93a3,山西省农业农村厅关于公布废止、失效的行政规范性文件的通告,省政府部门行政规范性文件,现行有效,c01244802610e40226db113a9a01d6ca,3
8777dbc5b22ad3b3b862d9c77b86dbf0,运城市人民政府办公室关于印发运城市网络预约出租汽车经营服务管理实施细则的通知,市政府及办公室规范性文件,现行有效,224a3c82519ce33a151d4add4029ec86,3
fdd17a4c0fd0548d357ac771aef6d23c,关于印发《房地产开发项目车位和车库租售管理实施细则》的通知,市政府部门行政规范性文件,现行有效,34320f098f652927f1ec59a910def90a,4
d89415b13c092fa6290ad7ac69a99820,临汾市晋西太德塬生态保护条例,设区的市地方性法规,现行有效,003366c3161b59558bd36bab0dd4c5be,4
49005639f6b18e0c490935f7d9a1fed9,晋城市人民政府办公室关于印发晋城市互联网租赁自行车管理办法的通知,市政府及办公室规范性文件,现行有效,910bb91a520369b5af0c8fbd19631058,4
bce74ca5d2ccea5cf12339dcbf3e80b0,关于印发《电力市场规则体系（V14.0）》的通知,省政府部门行政规范性文件,现行有效,eb24cf6559ba763a56111ab5a8090d2d,4
24bd9610bbed5559981996b457092c3c,山西省财政厅 山西省发展和改革委员会 山西省自然资源厅 山西省能源局 关于印发非常规天然气增储上产 专项资金管理办法的通知,省政府及办公厅规范性文件,现行有效,21a7d28e655f23521d9a43afb92d2289,4
8608f3f528b2f932da712d7c9331d882,晋城市人民政府办公室关于印发晋城市政务数据资源共享管理实施细则的通知,市政府及办公室规范性文件,现行有效,367b7d5c299c5a61b2211a8a23a22cfc,4
ddf9d15ca8e15ecc5e1891eba5ebb579,山西省人民政府关于做好2024年安全生产工作的通知,省政府及办公厅规范性文件,现行有效,e94c5d00d066429ba04929f259dcf08e,4
a9b602ace93c123a67e08e065ecb826f,关于印发《煤电机组环保绩效排序办法（试行）》的通知,省政府部门行政规范性文件,现行有效,1921df54e565014ee78a218bf45c6ce4,4
a5d96a189a074dc18b791d1da86cbb75,太原市人民政府办公室太原市非急救医疗转送服务管理办法,市政府及办公室规范性文件,现行有效,b8594d234f1a9dba2aa6241146de0fcb,4
5e2a3a1f0ec2cbb7f7b25fe79d7a878b,朔州市城市管理局关于印发《朔州市城管领域行政处罚裁量基准》的通知（朔城管发〔2023〕95号）,市政府部门行政规范性文件,现行有效,e6a0668b667c18de7d6f1b60a1d24894,4
a26c43773bc8bcf27e4a5f4af3f27892,关于印发《晋城市生态环境保护综合行政执法事项指导目录（2023版）》的通知,市政府部门行政规范性文件,现行有效,698acc3758164a647773c82fd8206924,4
07f8ec86c494855625826a063bcef921,山西省水利厅关于加强全省水利建设项目安全设施“三同时”有关工作的通知,省政府部门行政规范性文件,现行有效,a4fa325cae8e5e2f8a8ab33dd0e4730a,4
186d5544191df85c349e3f02f0952217,水利工程生产安全重大事故隐患治理挂牌督办制度,省政府部门行政规范性文件,现行有效,7596e3556e43921641eb941e08a4c3c4,4
749c343ba6998c839aa2618932a1fddd,山西省水利厅关于加强水利工程重大危险源监督管理的通知,省政府部门行政规范性文件,现行有效,63ba26afdffe94b9ae9a7a5bc10333eb,4
68bba5ab0493350a3c836a7a727d2da2,山西省水利厅关于规范全省水利工程建设安全生产措施费提取和使用管理的通知,省政府部门行政规范性文件,现行有效,9999cc402eda0dcc58868cbba2e9b31d,4
82924aa9e877efc77ed64b64e4a07ae4,山西省水利厅关于加强生产安全事故信息报告处置工作的通知,省政府部门行政规范性文件,现行有效,881a6e0ddef0555ed59e59a330251f7b,4
